id,sentiment
"8020_2",0.446677
"5581_2",0.434889
"6503_1",0.491584
"10101_9",0.697361
"7853_8",0.522149
"6229_1",0.358228
"1351_7",0.516364
"2764_10",0.516248
"4617_10",0.516116
"1265_2",0.410196
"11424_4",0.558159
"219_8",0.611738
"2241_10",0.551978
"8400_2",0.476386
"4399_1",0.315155
"9110_4",0.464183
"294_1",0.49284
"4646_4",0.413422
"8267_3",0.511534
"8829_4",0.498001
"3174_7",0.593234
"6557_4",0.392304
"8286_4",0.503371
"2611_8",0.588451
"3422_4",0.336855
"4632_4",0.490979
"6448_4",0.478443
"11485_3",0.473809
"8526_7",0.53271
"10172_9",0.668463
"5043_2",0.51172
"7865_1",0.498328
"6343_8",0.56307
"9225_9",0.612261
"2764_4",0.481152
"8446_10",0.492931
"3329_9",0.574419
"9142_8",0.545376
"9567_1",0.282366
"7933_8",0.545556
"5655_10",0.516883
"12076_10",0.637801
"6455_7",0.604004
"7202_10",0.554214
"7747_10",0.596996
"9072_10",0.528681
"11374_10",0.626114
"3032_9",0.555489
"3065_10",0.562785
"1216_10",0.531713
"732_8",0.623797
"7586_4",0.389481
"12012_10",0.56084
"5280_4",0.432961
"2687_4",0.447254
"7659_3",0.468825
"2813_4",0.492164
"6992_9",0.652674
"5468_10",0.629717
"10035_1",0.425419
"10283_10",0.545114
"5439_8",0.557871
"8930_2",0.317421
"8681_7",0.512931
"8521_1",0.384447
"4213_1",0.542987
"9751_1",0.353949
"935_10",0.616224
"5082_1",0.343955
"1802_1",0.367249
"11455_10",0.580249
"1794_9",0.557029
"3708_10",0.567916
"6174_8",0.534828
"2210_8",0.535054
"6259_7",0.544428
"12471_8",0.668406
"3260_10",0.820453
"4717_1",0.387706
"8673_2",0.415288
"6362_3",0.502204
"7986_1",0.397299
"10555_3",0.43051
"10468_2",0.456463
"5354_10",0.745505
"5760_2",0.480612
"1380_2",0.472127
"12054_9",0.58145
"3794_10",0.45038
"7842_1",0.380513
"2236_7",0.574002
"8449_1",0.445945
"9993_2",0.492167
"6947_1",0.386493
"11369_10",0.552895
"8186_4",0.492562
"7017_2",0.594889
"725_8",0.574925
"9298_8",0.554594
"1695_7",0.714967
"7762_1",0.443684
"3466_10",0.643162
"1794_4",0.482779
"3804_10",0.54218
"7642_3",0.481854
"9538_10",0.491924
"10107_2",0.423241
"4755_8",0.609706
"9679_1",0.286511
"11300_1",0.339074
"8747_3",0.480707
"4145_1",0.230574
"8066_7",0.563997
"6306_10",0.575629
"6021_10",0.590303
"4860_10",0.604659
"4608_2",0.417544
"2380_1",0.361982
"9709_8",0.583894
"8057_4",0.539747
"8624_1",0.333358
"6117_10",0.533852
"3641_9",0.52313
"8710_3",0.515152
"9158_10",0.563055
"1129_2",0.424281
"8320_4",0.437179
"10219_4",0.501294
"6625_1",0.479416
"1988_1",0.459885
"5032_1",0.431267
"1042_7",0.555799
"1895_4",0.476436
"10057_1",0.462713
"9898_10",0.611614
"3809_2",0.464201
"7994_2",0.450734
"2751_4",0.422144
"3102_1",0.472619
"12393_7",0.588427
"4521_7",0.527874
"11169_8",0.529254
"7227_4",0.633017
"4956_9",0.424791
"7592_9",0.728127
"656_7",0.600459
"11534_3",0.458701
"774_8",0.617691
"7756_1",0.368403
"2720_8",0.609146
"11227_10",0.723477
"10462_3",0.443765
"4041_10",0.53954
"7327_1",0.463075
"4056_8",0.615462
"11684_10",0.589285
"5544_8",0.591733
"3799_8",0.571249
"3593_10",0.553871
"4602_4",0.589796
"2123_2",0.383729
"9773_10",0.58847
"10956_4",0.496872
"5139_3",0.466491
"8804_10",0.553513
"1784_2",0.423463
"11022_1",0.289963
"9366_1",0.398981
"12113_7",0.512872
"2375_7",0.500663
"3911_10",0.613928
"10834_2",0.476352
"9319_1",0.460696
"3923_3",0.442592
"4630_10",0.618809
"2625_10",0.572802
"10159_7",0.653795
"2339_1",0.438187
"8577_3",0.515125
"4062_7",0.65024
"6677_2",0.272163
"7818_8",0.573783
"4939_2",0.466301
"6937_4",0.451635
"1286_1",0.451922
"878_2",0.528495
"2357_7",0.537035
"3397_3",0.492753
"11214_10",0.647855
"8045_1",0.49441
"2943_1",0.50568
"1518_10",0.551922
"2792_9",0.577089
"6437_7",0.54388
"8734_7",0.654728
"6165_2",0.425388
"11956_2",0.207785
"7021_1",0.457039
"3369_1",0.512877
"5829_2",0.489414
"11742_9",0.621003
"11370_1",0.237118
"1502_1",0.435111
"9933_1",0.353643
"4619_10",0.543811
"6842_1",0.535539
"2770_10",0.572688
"2343_4",0.465109
"3071_8",0.587778
"3046_8",0.50559
"8354_4",0.466055
"5632_10",0.678135
"3901_4",0.494747
"6950_10",0.568181
"2431_9",0.545423
"10614_9",0.700617
"41_4",0.350893
"5039_3",0.41257
"2827_1",0.412656
"2860_8",0.488631
"6868_9",0.556631
"4597_3",0.477115
"8795_10",0.560372
"11941_7",0.541532
"12442_1",0.473968
"9736_7",0.612975
"1102_9",0.572376
"4291_7",0.709243
"4523_1",0.428824
"5349_1",0.424964
"3363_7",0.555096
"11393_3",0.502708
"1647_1",0.448722
"6143_4",0.512334
"1863_1",0.128103
"10099_9",0.564951
"4163_8",0.5471
"9357_8",0.582241
"10941_10",0.522253
"6883_10",0.556476
"11090_4",0.619949
"3480_1",0.381224
"10795_1",0.573366
"5865_1",0.442634
"2484_8",0.561886
"3023_4",0.441446
"2818_2",0.348823
"719_7",0.48744
"5297_4",0.444335
"12194_10",0.571384
"2929_8",0.549699
"7911_2",0.416626
"10619_9",0.542211
"5192_9",0.568509
"2170_1",0.484383
"4659_10",0.488647
"8536_7",0.603197
"11119_1",0.397644
"7887_3",0.54179
"11742_1",0.431622
"5867_7",0.530332
"7538_7",0.535974
"1834_9",0.543579
"6499_8",0.512115
"2073_10",0.623251
"3881_10",0.544464
"802_7",0.482668
"1733_1",0.395122
"11527_1",0.451151
"4316_2",0.352189
"9812_1",0.392061
"8911_10",0.534888
"7687_10",0.617789
"4240_10",0.608922
"1778_1",0.422711
"11822_1",0.439829
"7820_1",0.326827
"235_4",0.472768
"8373_7",0.596755
"92_1",0.379091
"716_10",0.49604
"4028_7",0.561794
"5533_7",0.54073
"2605_9",0.646473
"6665_1",0.370692
"178_10",0.588472
"9886_2",0.466013
"11779_10",0.499232
"5124_4",0.466853
"1956_2",0.48274
"2933_1",0.502917
"8737_1",0.378649
"8755_9",0.556169
"5032_8",0.634882
"9246_10",0.576993
"9610_1",0.440121
"7011_2",0.510345
"1602_1",0.500513
"3367_1",0.335673
"2756_8",0.628199
"12042_9",0.571108
"2641_3",0.332613
"9202_10",0.671201
"1953_2",0.500378
"5303_1",0.461871
"975_7",0.537863
"2447_4",0.450313
"294_8",0.525424
"11643_7",0.501723
"8743_1",0.411542
"2661_4",0.495772
"8638_10",0.599847
"4793_10",0.647449
"7461_8",0.493763
"830_4",0.406803
"5770_7",0.533328
"1989_1",0.419798
"5514_3",0.370372
"5842_3",0.306155
"11813_1",0.36883
"7811_10",0.602965
"7707_4",0.366666
"1205_10",0.693095
"10326_10",0.558288
"4881_9",0.54163
"8244_10",0.597204
"7647_1",0.407886
"4376_10",0.555673
"6744_2",0.454567
"6769_7",0.563128
"494_10",0.516439
"6188_4",0.470054
"5859_1",0.436011
"6801_3",0.45274
"10990_8",0.551382
"6057_8",0.520168
"3017_1",0.512261
"7617_1",0.454784
"8340_7",0.685868
"746_7",0.546213
"9290_10",0.528338
"1525_10",0.50994
"11044_7",0.56211
"9367_10",0.688173
"5705_10",0.614886
"11375_10",0.623119
"11320_1",0.504359
"754_9",0.570342
"7040_10",0.586783
"10740_4",0.428942
"8839_10",0.549318
"11614_4",0.375787
"10867_9",0.610262
"12406_10",0.573851
"12081_10",0.571831
"8763_10",0.559032
"4103_1",0.345232
"5600_1",0.496992
"5345_2",0.391011
"10679_8",0.497662
"11709_1",0.362717
"6872_4",0.423656
"9096_3",0.539413
"3417_9",0.580229
"5154_3",0.540274
"6071_10",0.576354
"5685_9",0.549985
"7937_10",0.57599
"3628_1",0.520782
"7374_2",0.411468
"1862_8",0.59493
"6602_1",0.363463
"1401_10",0.552897
"12157_3",0.498259
"5636_8",0.67098
"2049_10",0.546783
"9402_8",0.630113
"12455_10",0.574763
"11062_2",0.449396
"9163_10",0.586535
"2879_7",0.551298
"2840_9",0.539566
"9893_8",0.598996
"11857_1",0.389699
"7776_10",0.54346
"10365_7",0.542925
"6186_7",0.636925
"7071_1",0.330267
"5132_1",0.390059
"8971_4",0.525186
"3415_1",0.441496
"3622_1",0.445289
"7446_10",0.538758
"4644_9",0.547231
"3923_10",0.553297
"3503_8",0.543978
"8685_7",0.522519
"1683_2",0.519466
"3417_4",0.517929
"10443_3",0.504379
"4620_3",0.603787
"5658_1",0.482046
"4185_1",0.468585
"3727_10",0.518169
"5334_1",0.388084
"7113_7",0.527701
"8713_1",0.409944
"2865_7",0.481545
"2956_4",0.442558
"2455_8",0.599168
"97_7",0.4867
"6789_10",0.730425
"8639_8",0.584568
"1563_8",0.627005
"3169_9",0.698742
"7627_10",0.600783
"1649_10",0.540728
"2287_10",0.602999
"9479_1",0.414692
"7705_1",0.440382
"10803_2",0.437122
"6076_9",0.553984
"4263_3",0.449507
"4726_10",0.58049
"11738_9",0.62248
"9250_9",0.567298
"2638_1",0.469637
"11357_7",0.536895
"12135_3",0.491145
"7296_10",0.523012
"10674_7",0.651245
"7674_9",0.664338
"5575_1",0.408351
"8120_7",0.575559
"1617_1",0.426569
"7090_3",0.368366
"3793_4",0.446497
"2658_10",0.584196
"9942_3",0.545002
"9520_9",0.559402
"10638_1",0.452663
"9066_10",0.622813
"3408_4",0.439794
"7526_1",0.462805
"10821_3",0.191633
"5887_10",0.581469
"12470_3",0.409497
"4033_8",0.554108
"1949_10",0.596332
"9859_4",0.441277
"11183_9",0.713654
"8533_4",0.462184
"10236_10",0.546258
"6111_3",0.477763
"5475_8",0.609993
"3342_3",0.472411
"8335_1",0.510341
"4812_9",0.581912
"2306_4",0.490236
"4596_7",0.469277
"10431_2",0.39816
"5077_9",0.642751
"1301_9",0.578127
"8979_9",0.586064
"4226_9",0.580608
"5544_3",0.403135
"7954_2",0.353154
"3935_4",0.521804
"7076_4",0.426208
"10208_10",0.600034
"3737_3",0.520381
"1689_8",0.569686
"6585_9",0.547669
"6096_3",0.495832
"11052_4",0.455344
"7783_10",0.525077
"5157_10",0.550354
"5465_10",0.54007
"11361_10",0.576832
"7560_3",0.539037
"9781_4",0.382406
"11681_10",0.636857
"6127_7",0.464029
"1799_9",0.534754
"10849_2",0.29557
"4274_7",0.545557
"15_10",0.624214
"11338_1",0.417677
"5750_2",0.420124
"9335_8",0.653684
"8359_7",0.541659
"9527_7",0.675921
"1336_1",0.499933
"9893_3",0.511229
"11229_9",0.623914
"5948_9",0.540656
"9733_4",0.392926
"6377_8",0.622878
"1427_10",0.550246
"9023_3",0.485516
"2151_2",0.400499
"1744_1",0.405734
"6367_10",0.650725
"9143_8",0.494317
"6176_8",0.763823
"11388_10",0.570324
"1493_10",0.544334
"6615_1",0.337042
"4654_2",0.324132
"599_9",0.627267
"7256_10",0.607607
"11993_1",0.527247
"992_7",0.635743
"8871_2",0.38916
"11483_1",0.458423
"3322_1",0.456108
"9827_4",0.467768
"8063_3",0.421041
"7397_3",0.408937
"3040_4",0.440599
"11682_2",0.472086
"8738_10",0.65236
"9905_4",0.442217
"6437_1",0.493669
"4319_9",0.570961
"5353_4",0.363009
"12207_9",0.600213
"6166_7",0.701755
"12243_4",0.549037
"1219_1",0.317588
"10292_10",0.602634
"10132_10",0.558018
"6898_10",0.530803
"8469_8",0.605043
"10393_1",0.471119
"7509_1",0.43139
"9468_9",0.590743
"9002_1",0.356265
"891_9",0.581107
"5156_4",0.536687
"2321_1",0.465258
"11859_8",0.48342
"12262_7",0.516186
"6198_4",0.520447
"5699_1",0.429129
"4252_10",0.54732
"10618_10",0.552557
"3226_10",0.706803
"7227_7",0.532885
"11047_7",0.600201
"9569_7",0.602018
"8933_4",0.498175
"4513_8",0.561651
"1271_9",0.528549
"6327_2",0.413379
"10012_9",0.497466
"10090_3",0.476901
"8564_1",0.423949
"10905_8",0.605512
"6828_2",0.473815
"1730_1",0.473109
"3404_3",0.428831
"12428_1",0.473953
"5180_1",0.487147
"10554_9",0.555373
"527_2",0.590197
"10296_8",0.609877
"543_4",0.467095
"10235_3",0.493753
"3743_4",0.474805
"8792_3",0.387677
"3597_1",0.505266
"12320_1",0.443389
"11672_8",0.59556
"7237_4",0.508982
"3726_7",0.499341
"6643_2",0.488439
"2743_10",0.579864
"10184_9",0.575312
"1929_1",0.494671
"666_7",0.580741
"4548_4",0.433801
"4153_4",0.417304
"7356_4",0.528165
"8843_10",0.595284
"7552_8",0.649879
"6494_8",0.558396
"3547_7",0.516396
"810_1",0.516364
"7672_9",0.534729
"4945_3",0.461455
"12427_8",0.555565
"749_7",0.58128
"10706_10",0.670256
"10969_1",0.332578
"340_9",0.593642
"2154_8",0.662182
"3715_1",0.359951
"2388_10",0.614723
"5905_2",0.335611
"3774_10",0.589911
"3070_1",0.408339
"4789_10",0.560187
"1509_2",0.351491
"2350_8",0.650755
"11137_1",0.387557
"10987_1",0.451801
"5815_1",0.51225
"7272_10",0.581042
"4651_10",0.645539
"4184_1",0.354194
"9636_10",0.528077
"8592_10",0.534088
"3068_3",0.421045
"8899_4",0.4634
"10018_1",0.511964
"5821_10",0.589768
"3232_4",0.453976
"10795_10",0.52296
"7461_3",0.429699
"10874_7",0.497667
"9672_10",0.61571
"1908_10",0.585753
"4014_9",0.625893
"10488_3",0.519286
"2501_7",0.517781
"12339_3",0.480701
"2698_10",0.556527
"1674_1",0.556386
"10366_8",0.486665
"12059_10",0.578139
"8285_4",0.473364
"4120_8",0.507996
"4238_7",0.570327
"10516_1",0.40696
"2478_9",0.563444
"7807_2",0.46203
"10704_1",0.47702
"791_4",0.376589
"2514_4",0.616028
"3095_10",0.533339
"1770_10",0.585523
"11115_2",0.509905
"10797_1",0.52028
"11347_1",0.418795
"7077_10",0.594383
"403_1",0.497603
"5852_7",0.438319
"8451_8",0.550282
"7013_1",0.359465
"10346_9",0.585666
"3055_7",0.549611
"4687_1",0.50059
"8467_10",0.571919
"11363_10",0.594298
"277_9",0.575348
"1715_2",0.475147
"9249_1",0.37294
"1895_10",0.53683
"5505_3",0.453466
"1323_9",0.596009
"4200_10",0.568456
"682_4",0.507584
"12020_4",0.452264
"5824_10",0.642298
"4475_10",0.645954
"891_1",0.488591
"2713_8",0.575868
"2084_9",0.551374
"1535_3",0.505453
"7862_8",0.61206
"8055_9",0.641403
"6604_7",0.632972
"7714_1",0.388036
"5606_7",0.529884
"7277_10",0.608124
"3197_1",0.402473
"406_7",0.483476
"6948_9",0.590176
"4196_8",0.557295
"1723_10",0.60957
"11625_4",0.543809
"1259_1",0.447486
"5283_10",0.598964
"8407_4",0.428464
"5561_8",0.533267
"7653_3",0.450049
"8646_1",0.209028
"8053_8",0.555529
"1879_7",0.444182
"1645_2",0.526263
"12222_7",0.341925
"3966_1",0.443632
"4754_1",0.0430454
"8920_9",0.521825
"11920_9",0.559926
"4747_2",0.246162
"2108_8",0.459021
"9017_7",0.616182
"994_7",0.546865
"11155_10",0.591347
"6249_9",0.617332
"5926_9",0.579983
"12486_1",0.499414
"4918_8",0.584269
"1357_9",0.578323
"6051_2",0.452916
"4589_10",0.525458
"12401_4",0.404364
"4083_8",0.606563
"10373_10",0.573587
"7467_8",0.570617
"2220_1",0.354272
"6882_7",0.555233
"10551_10",0.598217
"4043_10",0.552031
"11078_8",0.562386
"4280_9",0.534026
"8594_10",0.614551
"10652_9",0.562969
"2206_10",0.695321
"9014_2",0.189858
"10215_4",0.400936
"3549_2",0.425376
"10445_1",0.405382
"10819_9",0.557095
"10691_1",0.473471
"3855_10",0.631827
"7809_2",0.528822
"3022_7",0.536577
"694_8",0.515963
"13_9",0.588292
"10972_10",0.543287
"9187_1",0.409629
"12354_3",0.504809
"4793_1",0.275013
"10696_1",0.441395
"12446_1",0.401123
"1488_10",0.535239
"904_10",0.448849
"11057_1",0.471876
"2132_8",0.491735
"1406_10",0.624415
"11366_3",0.398625
"9957_4",0.52231
"12096_1",0.325511
"3827_3",0.425865
"11686_2",0.407063
"4387_9",0.554098
"9955_9",0.472889
"12103_10",0.656038
"11506_10",0.541754
"793_1",0.368919
"8001_1",0.413311
"8823_4",0.535961
"1787_7",0.567566
"5484_10",0.521349
"3557_9",0.537821
"615_8",0.545552
"410_2",0.453288
"5800_2",0.465937
"3143_4",0.415596
"11359_2",0.461457
"7016_10",0.608279
"3711_2",0.417509
"8580_10",0.49882
"5615_9",0.663629
"9202_2",0.399101
"4776_2",0.464466
"8436_10",0.558415
"2097_8",0.50641
"6935_4",0.549705
"2656_1",0.48527
"11446_7",0.605941
"5392_4",0.360477
"6451_9",0.516948
"11054_8",0.583959
"8677_8",0.605622
"8761_3",0.472905
"9297_1",0.426821
"12480_2",0.490886
"11736_9",0.523098
"4156_8",0.565874
"1955_10",0.605972
"12350_1",0.494219
"5439_1",0.392054
"1342_10",0.590517
"7271_1",0.459431
"1868_4",0.391305
"4497_9",0.519552
"1729_10",0.552773
"4593_8",0.554805
"11296_7",0.574615
"9573_4",0.479313
"11678_2",0.351561
"6790_9",0.651776
"12298_2",0.420522
"9839_3",0.520144
"1348_1",0.444623
"7004_8",0.579792
"10414_10",0.591972
"3826_3",0.480902
"9313_4",0.475489
"10543_3",0.425228
"6909_9",0.634271
"11377_10",0.593691
"2591_9",0.569999
"11355_2",0.215653
"9274_8",0.651026
"4521_4",0.541836
"12208_9",0.586166
"4948_2",0.437785
"3732_1",0.494273
"12096_10",0.5376
"7135_3",0.488672
"10310_8",0.542949
"1959_1",0.335717
"10383_1",0.420297
"106_9",0.620009
"7085_7",0.525466
"11070_8",0.642655
"6850_10",0.621839
"12476_4",0.384896
"1917_10",0.587863
"1341_3",0.469345
"4062_1",0.466601
"5594_4",0.484652
"11963_1",0.413311
"2777_9",0.522819
"9871_7",0.510632
"949_8",0.541079
"7436_10",0.537973
"738_10",0.453214
"4893_1",0.47081
"6100_10",0.533169
"10219_9",0.493907
"4004_2",0.275957
"5945_10",0.622836
"10183_9",0.639756
"3465_10",0.565832
"4408_1",0.392168
"5810_7",0.680218
"188_3",0.449155
"7835_1",0.491098
"1648_9",0.510103
"7971_8",0.534469
"11809_1",0.458914
"5352_10",0.54012
"1476_8",0.554258
"602_10",0.646074
"9669_2",0.463059
"93_9",0.53145
"10787_10",0.696779
"10958_8",0.591434
"6608_1",0.306843
"7058_10",0.643301
"4401_10",0.588989
"9315_8",0.481021
"9670_3",0.513529
"10537_3",0.37436
"1033_2",0.416911
"12085_10",0.538428
"9373_7",0.645637
"8302_2",0.271237
"10138_2",0.414269
"6814_10",0.544303
"9778_1",0.357148
"5149_7",0.553468
"6191_3",0.504557
"7466_3",0.501967
"10051_2",0.46857
"5262_2",0.460936
"2906_1",0.322982
"8625_9",0.484451
"2118_4",0.525639
"11547_3",0.366043
"11384_7",0.606427
"123_10",0.543898
"11115_7",0.540765
"9348_10",0.687408
"568_9",0.558547
"7731_9",0.619844
"6548_8",0.553268
"9235_4",0.492278
"430_10",0.586195
"10790_1",0.411116
"10691_10",0.520756
"2324_9",0.643242
"11031_1",0.489812
"5465_4",0.449718
"5545_4",0.490593
"5546_10",0.602491
"9010_2",0.476974
"7205_10",0.578271
"7580_10",0.553192
"2052_3",0.430194
"6284_7",0.551456
"12001_3",0.390591
"3458_9",0.605747
"9013_2",0.42426
"5839_4",0.482093
"10809_10",0.606434
"3077_2",0.332214
"11373_3",0.365046
"7083_9",0.645097
"10846_10",0.540426
"11815_10",0.626565
"4730_1",0.484819
"3320_7",0.512506
"4782_10",0.529108
"3410_3",0.433986
"5142_10",0.581116
"3947_1",0.453588
"3016_8",0.488011
"12114_4",0.516855
"11039_8",0.57327
"5902_7",0.600681
"5351_8",0.55007
"1654_10",0.566953
"5731_4",0.450694
"10985_9",0.541141
"8724_1",0.268198
"9854_3",0.536969
"2054_1",0.282234
"11385_4",0.492551
"5919_4",0.424982
"9898_1",0.427262
"11874_8",0.561043
"4496_3",0.505224
"5231_1",0.42645
"10070_3",0.47298
"2345_8",0.565453
"9311_10",0.505904
"1036_10",0.521936
"6603_4",0.507049
"2138_9",0.605912
"10546_10",0.53979
"3217_10",0.482244
"12188_10",0.602669
"5986_2",0.491269
"352_10",0.560024
"8557_3",0.503601
"10453_10",0.758803
"4397_4",0.444238
"673_2",0.515876
"10305_10",0.635764
"11985_1",0.236817
"3457_1",0.486541
"500_1",0.371474
"10637_9",0.561346
"8144_10",0.576588
"8485_1",0.465027
"1632_7",0.500878
"2404_8",0.577187
"11489_10",0.536706
"7590_1",0.451306
"12460_2",0.531654
"11729_10",0.62348
"2796_7",0.643897
"8015_2",0.390732
"8258_4",0.454205
"2272_3",0.492045
"7178_10",0.606299
"8476_8",0.637953
"3411_4",0.460162
"8319_10",0.578864
"11799_10",0.581561
"8585_4",0.530336
"4640_10",0.532481
"12199_1",0.326698
"8380_7",0.594005
"8712_10",0.541842
"12482_9",0.806535
"4813_1",0.470424
"119_9",0.521216
"7850_10",0.549268
"5536_1",0.414168
"10576_1",0.421825
"2803_1",0.44461
"11788_4",0.419474
"6681_3",0.489252
"2503_10",0.589438
"88_3",0.483619
"7389_4",0.51454
"8793_9",0.651806
"4911_7",0.615034
"6495_4",0.400261
"10670_1",0.418118
"2203_10",0.627477
"7588_10",0.55069
"7095_7",0.577882
"6748_8",0.581945
"10348_1",0.414614
"2568_8",0.552823
"10292_2",0.404989
"1112_3",0.380598
"5322_7",0.624694
"4291_4",0.363818
"1212_7",0.56285
"7963_10",0.595788
"6156_1",0.421124
"713_1",0.525654
"11606_8",0.625292
"10975_10",0.567079
"4638_10",0.570569
"800_8",0.519505
"1389_3",0.441011
"10045_1",0.43273
"3529_1",0.503776
"1921_2",0.47851
"4824_8",0.523197
"10688_10",0.52062
"84_10",0.606493
"225_3",0.512112
"9756_10",0.550587
"7601_8",0.530322
"6342_3",0.467148
"7711_1",0.445245
"12133_7",0.535281
"8026_3",0.450115
"4551_10",0.607952
"545_4",0.401262
"343_1",0.457587
"10788_4",0.526348
"8711_2",0.367238
"5493_10",0.596509
"9358_1",0.514497
"2185_3",0.359069
"9720_2",0.462215
"4481_8",0.539082
"6528_2",0.41293
"11928_8",0.527043
"6591_7",0.612415
"10876_1",0.411703
"11253_10",0.550421
"2190_3",0.460336
"4281_3",0.41294
"7971_3",0.409988
"11649_2",0.363546
"5199_3",0.477297
"12258_3",0.525296
"5922_8",0.601635
"11136_1",0.436882
"7941_10",0.539871
"1412_7",0.619624
"11053_3",0.51322
"5586_10",0.563163
"5762_9",0.492973
"8328_3",0.456234
"10354_4",0.520798
"3563_8",0.624057
"8246_2",0.506424
"7740_10",0.54623
"4972_1",0.444132
"832_4",0.5192
"11386_10",0.578567
"1273_3",0.419865
"5085_2",0.468405
"11414_4",0.426405
"885_8",0.62075
"3943_10",0.526377
"898_9",0.582296
"8168_10",0.571228
"9779_10",0.515399
"830_7",0.563477
"77_10",0.610376
"648_8",0.641897
"10629_10",0.580029
"89_10",0.608726
"11955_9",0.544642
"7883_9",0.607576
"243_4",0.519874
"5148_2",0.419349
"1056_3",0.54003
"5206_10",0.507088
"8777_10",0.5422
"2969_2",0.447922
"6729_8",0.605786
"11860_1",0.308019
"6307_4",0.508555
"11589_1",0.319494
"8016_1",0.424631
"3461_8",0.56713
"8767_1",0.380677
"7692_10",0.546537
"12281_8",0.497299
"7763_1",0.500078
"5301_9",0.548281
"5112_10",0.600901
"10757_10",0.576783
"1066_8",0.593551
"5413_10",0.58764
"2733_3",0.494365
"8534_10",0.561681
"5915_8",0.509364
"10566_3",0.444966
"10900_7",0.548236
"3120_10",0.556852
"4394_1",0.388353
"3090_1",0.43627
"4379_10",0.561171
"5259_7",0.458561
"10792_8",0.843403
"2599_1",0.486249
"1912_2",0.430668
"2517_1",0.536345
"2946_8",0.669376
"3020_8",0.492923
"1850_4",0.524718
"9463_2",0.434963
"1721_10",0.534241
"7952_7",0.594612
"1806_9",0.558524
"11403_9",0.457502
"2013_7",0.498016
"5556_10",0.550352
"1746_3",0.435873
"11125_7",0.624804
"9270_4",0.493803
"7343_10",0.557496
"12465_10",0.517158
"8550_9",0.553268
"6213_8",0.494874
"10861_10",0.607966
"4109_7",0.549534
"8652_1",0.33465
"11546_1",0.442621
"9133_7",0.562918
"5964_3",0.290851
"1575_1",0.508352
"1337_4",0.511617
"7610_1",0.332656
"49_10",0.635693
"6505_2",0.392241
"7177_10",0.553355
"5947_7",0.522377
"1723_3",0.390863
"9055_7",0.503835
"7972_1",0.395459
"5340_8",0.5499
"6938_8",0.484854
"12400_8",0.485062
"552_9",0.568177
"11844_9",0.563148
"1080_1",0.442458
"3078_10",0.637817
"8713_9",0.546691
"7300_1",0.326335
"12464_1",0.476531
"3812_10",0.467119
"3313_4",0.494077
"6880_4",0.495267
"5478_9",0.651849
"10951_7",0.55038
"3327_8",0.558128
"6332_10",0.548421
"4385_8",0.530226
"2387_10",0.610363
"5756_3",0.436225
"4020_7",0.481265
"6190_8",0.569224
"517_8",0.59661
"9018_3",0.439454
"9449_10",0.599838
"10715_3",0.440152
"8195_8",0.565657
"9605_10",0.562493
"4309_9",0.568013
"1783_4",0.475496
"1658_10",0.460912
"1403_7",0.567645
"4268_1",0.433851
"4822_1",0.498253
"717_4",0.469385
"7768_10",0.617067
"7803_2",0.349572
"7190_8",0.543836
"11035_1",0.32567
"6288_10",0.52465
"10690_1",0.257955
"714_10",0.608198
"9210_10",0.59884
"12462_1",0.285573
"9325_1",0.39925
"8370_8",0.553385
"10583_1",0.319758
"4016_10",0.723747
"6465_4",0.53024
"1512_9",0.629225
"4769_8",0.545496
"11160_7",0.52278
"2175_1",0.382663
"12261_7",0.615513
"685_8",0.571929
"9208_10",0.54162
"6296_1",0.397928
"8210_4",0.473829
"11237_4",0.448209
"8139_10",0.548299
"6996_3",0.512578
"5168_1",0.462063
"5528_3",0.475358
"6635_1",0.500873
"1670_8",0.550098
"7099_4",0.493781
"2239_1",0.525733
"7313_4",0.403861
"3304_2",0.460522
"10505_1",0.415649
"9681_10",0.610126
"7569_4",0.559661
"9926_4",0.513993
"8339_8",0.553844
"8553_10",0.571693
"387_1",0.470593
"4715_9",0.488815
"11447_1",0.515276
"7425_1",0.466162
"10514_1",0.422499
"6979_10",0.555499
"3104_1",0.395124
"6833_4",0.5543
"5931_3",0.407491
"12103_2",0.422368
"9413_1",0.517659
"2730_7",0.524794
"7293_10",0.560668
"8479_9",0.553001
"9099_7",0.594012
"2061_4",0.468152
"4680_7",0.525207
"4067_1",0.436081
"4663_2",0.39014
"3069_1",0.32737
"8739_7",0.57383
"8279_2",0.515529
"11078_1",0.351195
"7917_1",0.424788
"7636_8",0.537966
"5071_8",0.522775
"1720_10",0.612904
"885_3",0.516136
"734_1",0.327494
"6309_9",0.608051
"4346_3",0.47047
"4087_10",0.626155
"678_1",0.355602
"8348_8",0.538881
"3572_2",0.461283
"10285_1",0.562634
"11126_4",0.479374
"8071_2",0.531405
"8150_10",0.618385
"4652_4",0.447042
"3674_8",0.535197
"1046_9",0.590086
"1986_8",0.66056
"2516_1",0.541396
"11758_1",0.473892
"4747_8",0.544153
"10426_4",0.471832
"4331_1",0.465114
"9146_3",0.473234
"312_10",0.541348
"4160_9",0.613027
"5277_3",0.468162
"4896_7",0.609457
"4327_9",0.49688
"4136_3",0.495832
"2324_2",0.567829
"10407_10",0.681892
"5081_10",0.560435
"2892_2",0.434305
"367_3",0.43649
"6523_3",0.404063
"9037_7",0.460628
"8790_1",0.366796
"1839_8",0.587642
"4149_3",0.413461
